transaction_id,sender_id,recipient_id,transaction_type,amount,location,payment_method,sender_iban_x,recipient_iban_x,balance_after,description,timestamp,sender_signature,recipient_signature,sender_user_idx_sig,recipient_user_idx_sig,sender_user_idx_iban,recipient_user_idx_iban,sender_user_idx,recipient_user_idx,sender_link_score,recipient_link_score,sender_first_name,sender_last_name,sender_user_full_name,sender_full_name_norm,sender_residence_city,sender_residence_lat,sender_residence_lng,sender_salary,sender_job,sender_iban_y,sender_user_signature,recipient_first_name,recipient_last_name,recipient_user_full_name,recipient_full_name_norm,recipient_residence_city,recipient_residence_lat,recipient_residence_lng,recipient_salary,recipient_job,recipient_iban_y,recipient_user_signature,city_lat,city_lng,latest_gps_lat,latest_gps_lng,latest_gps_timestamp,sender_comm_mentions,recipient_comm_mentions,audio_link_count,audio_recent_event_hours,amount_robust_z_sender,amount_robust_z_recipient,sender_median,sender_std,sender_mad,recipient_median,recipient_std,recipient_mad,ref_sender_amount_robust_z,ref_recipient_amount_robust_z,pair_key,pair_seen_in_reference,new_sender_recipient_pair,new_payment_method_for_sender,new_transaction_type_for_sender,payment_method_seen_by_sender_ref,transaction_type_seen_by_sender_ref,unseen_transaction_type_indicator,unseen_payment_method_indicator,description_present,description_length,description_keyword_hits,txn_count_past_1h,txn_count_past_24h,txn_count_past_7d,time_since_prev_txn_seconds,burst_count_10min,hour_rarity,weekday_rarity,reference_hour_rarity,reference_weekday_rarity,distance_from_residence_km,distance_from_latest_gps_km,geo_novelty,reference_geo_novelty,unseen_location_pattern_indicator,suspicious_communication_window_score,comm_events_past_7d,audio_activity_score,audio_proximity_score,recent_audio_event_by_linked_user,iso_anomaly_score,lof_anomaly_score,novelty_score,transaction_behavior_score,transaction_behavior_reason,temporal_sequence_score,temporal_sequence_reason,geospatial_score,geospatial_reason,communication_risk_score,communication_risk_reason,audio_context_score,audio_context_reason,novelty_drift_score,novelty_drift_reason,final_risk_score,top_risk_reasons,flagged,threshold_used
eeea3b3f-65bf-4b79-a0b4-3b1b688e0d2f,BLND-MÉAI-7FE-PAR-1,ACCTR56254,transfer,1422.91,,,FR90R8489055650539701833516,IT14A6829753453405712456838805,20142.11,Office furniture supplier payment,2087-04-07 15:11:00+00:00,BLND-MÉAI,,,,1.0,,1.0,,0.95,0.0,Aimée,Blondel,Aimée Blondel,aimée blondel,Paris,48.8567,2.3522,29500.0,Administrative Assistant,FR90R8489055650539701833516,BLND-MAIE,,,,,,,,,,,,,,,,,64,102,0,,16.9432121370279,17.359784110872532,99.355,269.1375554472154,52.69,104.39,318.18600339905646,51.230000000000004,16.9432121370279,17.359784110872532,"('BLND-MÉAI-7FE-PAR-1', 'ACCTR56254')",1,0,0,0,0,1,0,1,1,33,0,0.0,2.0,8.0,0.0,0.0,0.9429846306395637,0.8606841844323252,0.9429846306395637,0.8606841844323252,,,0.0,0.0,0,0.9812618877428532,3.0,0.0,0.0,0.0,0.3950811737912249,0.023670593049116073,0.2093758834201705,0.6409375883420171,sender_amount_outlier;recipient_amount_outlier;sender_vs_reference_outlier;recipient_vs_reference_outlier,0.5200193356470005,rapid_sequence;unusual_hour;unusual_weekday;rare_vs_reference_hour,0.0,geo_consistent,0.9812618877428532,"mail:heuristic_mail: kw=5, domain=2, url=1",0.0,no_audio_context,0.3579115242388148,stable_profile,0.4856644500202455,"mail:heuristic_mail: kw=5, domain=2, url=1 | sender_amount_outlier;recipient_amount_outlier;sender_vs_reference_outlier;recipient_vs_reference_outlier | rapid_sequence;unusual_hour;unusual_weekday;rare_vs_reference_hour",True,0.35
7326865b-31fc-4876-8cac-78fb1d3bbb7c,SPNC-SRAA-7F1-IND-0,CMPNT60430,direct debit,41.6,,,US86K4608896011535163593949,IT95U5962254644711674842277060,36050.7,POS subscription monthly fee,2087-12-17 02:28:29+00:00,SPNC-SRAA,,7.0,,7.0,,7.0,,0.95,0.0,Sara,Spencer,Sara Spencer,sara spencer,Indianapolis,39.7771,-86.1458,46700.0,Retail Entrepreneur,US86K4608896011535163593949,SPNC-SRAA,,,,,,,,,,,,,,39.7816,-86.1657,2087-12-16 11:54:04+00:00,62,102,0,,-0.797997186352328,0.0,141.465,320.37287869184985,84.41000000000001,41.6,181.5341838201227,27.650000000000002,-0.797997186352328,0.0,"('SPNC-SRAA-7F1-IND-0', 'CMPNT60430')",1,0,0,0,0,1,0,1,1,28,0,0.0,4.0,8.0,8470.0,0.0,0.9895884977689638,0.8398611799702529,0.9895884977689638,0.8398611799702529,,,0.0,0.0,0,0.15708600325444674,5.0,0.0,0.0,0.0,0.378292196640958,0.24199091970899905,0.3101415581749785,0.1249040010668759,unseen_method_in_reference,0.5603693776437495,rapid_sequence;unusual_hour;unusual_weekday;rare_vs_reference_hour,0.0,geo_consistent,0.04877434374769607,"mail:heuristic_mail: kw=3, domain=0, url=1",0.0,no_audio_context,0.28070911819643257,stable_profile,0.19106853609020213,rapid_sequence;unusual_hour;unusual_weekday;rare_vs_reference_hour | stable_profile | unseen_method_in_reference,False,0.35
5997fd84-085e-4b21-8559-6397cea46bff,SHPH-DNLA-7D2-LON-0,,withdrawal,249.89,London - ATM Kings Cross Station,debit card,GB14R4522140264953616778153,,31523.15,,2087-11-24 19:02:57+00:00,SHPH-DNLA,,6.0,,6.0,,6.0,,0.95,0.0,Daniel,Shepherd,Daniel Shepherd,daniel shepherd,London,51.5072,-0.1275,44000.0,Retired,GB14R4522140264953616778153,SHPH-DNLA,,,,,,,,,,,,,,51.5108,-0.0669,2087-11-24 02:36:03+00:00,66,102,0,,3.417032489561587,4.240141116911881,55.76,273.3459051155266,38.31999999999999,51.21,206.77583541379343,31.605,3.417032489561587,4.240141116911881,"('SHPH-DNLA-7D2-LON-0', '')",1,0,0,0,1,1,0,0,0,0,0,0.0,0.0,4.0,0.0,0.0,0.9335647000495786,0.8606841844323252,0.9335647000495786,0.8606841844323252,,,0.0,0.0,0,0.0952584775837374,2.0,0.0,0.0,0.0,0.10993819154039457,0.0125893676576968,0.061263779599045685,0.36366880956226705,recipient_amount_outlier;recipient_vs_reference_outlier,0.46732374814080324,rapid_sequence;unusual_hour;unusual_weekday;rare_vs_reference_hour,0.0,geo_consistent,0.00045406497029716825,"mail:heuristic_mail: kw=0, domain=0, url=1",0.0,no_audio_context,0.06080248745891153,stable_profile,0.1910353664285676,rapid_sequence;unusual_hour;unusual_weekday;rare_vs_reference_hour | recipient_amount_outlier;recipient_vs_reference_outlier | stable_profile,False,0.35
b5865903-4985-409b-b9c8-50e284764410,BRNT-JLTT-7D3-COR-0,MKTBL86969,direct debit,95.33,,,FR42B3507838827333356413981,IT50G5818919680700192627878956,11708.6,Private health insurance premium,2087-02-23 03:43:12+00:00,BRNT-JLTT,,8.0,,8.0,,8.0,,0.95,0.0,Juliette,Brunet,Juliette Brunet,juliette brunet,Cornebarrieu,43.65,1.3272,37000.0,Retired,FR42B3507838827333356413981,BRNT-JLTT,,,,,,,,,,,,,,43.6338,1.3384,2087-02-22 02:49:49+00:00,67,102,0,,-0.04160230624832402,3.544377664974619,99.93,298.8107068487375,74.58000000000001,43.57,33.09559940535901,9.850000000000001,-0.04160230624832402,3.544377664974619,"('BRNT-JLTT-7D3-COR-0', 'MKTBL86969')",1,0,0,0,0,1,0,1,1,32,0,0.0,0.0,0.0,0.0,0.0,0.9890927119484383,0.8681209717402082,0.9890927119484383,0.8681209717402082,,,0.0,0.0,0,0.16190121220584397,9.0,0.0,0.0,0.0,0.27898556232410837,0.005487574766755855,0.14223656854543212,0.20828689029718575,unseen_method_in_reference,0.46221120475954386,rapid_sequence;unusual_hour;unusual_weekday;rare_vs_reference_hour,0.0,geo_consistent,0.11333084854409077,"sms:heuristic_sms: kw=0, domain=0, url=1",0.0,no_audio_context,0.19496016996788396,stable_profile,0.19097680885858911,rapid_sequence;unusual_hour;unusual_weekday;rare_vs_reference_hour | unseen_method_in_reference | stable_profile,False,0.35
4452c206-833a-4ae8-b9b7-87d1f4f9b00b,BLND-MÉAI-7FE-PAR-1,CMPNT60430,e-commerce,117.84,Internet bill Nov,debit card,FR90R8489055650539701833516,IT95U5962254644711674842277060,19605.39,,2087-01-13 08:42:06+00:00,BLND-MÉAI,,,,1.0,,1.0,,0.95,0.0,Aimée,Blondel,Aimée Blondel,aimée blondel,Paris,48.8567,2.3522,29500.0,Administrative Assistant,FR90R8489055650539701833516,BLND-MAIE,,,,,,,,,,,,,,,,,64,102,0,,0.23663185613968496,1.8598148282097648,99.355,269.1375554472154,52.69,41.6,181.5341838201227,27.650000000000002,0.23663185613968496,1.8598148282097648,"('BLND-MÉAI-7FE-PAR-1', 'CMPNT60430')",1,0,1,1,1,1,0,0,0,0,0,0.0,0.0,8.0,407958.0,0.0,0.9360436291522063,0.8606841844323252,0.9360436291522063,0.8606841844323252,,,1.0,0.30887456618740705,0,0.02111128534802988,0.0,0.0,0.0,0.0,0.31385836465660805,0.007281743103403647,0.16057005388000584,0.23346435060407386,new_payment_method;new_transaction_type,0.457765953806977,rapid_sequence;unusual_hour;unusual_weekday;rare_vs_reference_hour,0.20015369360436291,new_geo_context,0.0,no_risky_communication_context,0.0,no_audio_context,0.09587259549983582,stable_profile,0.19093043249741165,rapid_sequence;unusual_hour;unusual_weekday;rare_vs_reference_hour | new_payment_method;new_transaction_type | new_geo_context,False,0.35
055b39c9-2c9e-47b9-af2c-f92ed82e4f90,SPNC-SRAA-7F1-IND-0,,in-person payment,139.99,Shark - Shark Bay Seafood Grill,debit card,US86K4608896011535163593949,IT92C7577601020956558159349577,36507.74,,2087-10-06 21:46:21+00:00,SPNC-SRAA,,7.0,,7.0,,7.0,,0.95,0.0,Sara,Spencer,Sara Spencer,sara spencer,Indianapolis,39.7771,-86.1458,46700.0,Retail Entrepreneur,US86K4608896011535163593949,SPNC-SRAA,,,,,,,,,,,,,,40.5425,72.8832,2087-10-06 14:23:18+00:00,62,102,0,,-0.011786370098329535,1.894703686125613,141.465,320.37287869184985,84.41000000000001,51.21,206.77583541379343,31.605,-0.011786370098329535,1.894703686125613,"('SPNC-SRAA-7F1-IND-0', '')",1,0,0,0,1,1,0,0,0,0,0,0.0,2.0,6.0,0.0,0.0,0.9623202776400595,0.8606841844323252,0.9623202776400595,0.8606841844323252,,,1.0,0.30887456618740705,1,0.1340474591165116,3.0,0.0,0.0,0.0,0.252335012144683,0.01380250884641859,0.1330687604955508,0.08974327384998772,baseline_behavior,0.5154997521070898,rapid_sequence;unusual_hour;unusual_weekday;rare_vs_reference_hour,0.30015369360436295,new_geo_context;unseen_reference_location,0.0036000369890312,"sms:heuristic_sms: kw=0, domain=0, url=1",0.0,no_audio_context,0.16161753689902933,stable_profile,0.19073316794070688,rapid_sequence;unusual_hour;unusual_weekday;rare_vs_reference_hour | new_geo_context;unseen_reference_location | stable_profile,False,0.35
91ade910-bbdc-4b49-82b5-4ad89c7020be,SPNC-SRAA-7F1-IND-0,TRDSV52147,transfer,462.25,,,US86K4608896011535163593949,IT62J6384236784704268358679766,31883.0,Consultant fee,2087-04-21 10:21:57+00:00,SPNC-SRAA,,7.0,,7.0,,7.0,,0.95,0.0,Sara,Spencer,Sara Spencer,sara spencer,Indianapolis,39.7771,-86.1458,46700.0,Retail Entrepreneur,US86K4608896011535163593949,SPNC-SRAA,,,,,,,,,,,,,,39.751,-86.1154,2087-04-20 02:11:44+00:00,62,102,0,,2.5633157505034943,0.43920793844013556,141.465,320.37287869184985,84.41000000000001,387.36,358.30796845587224,115.00999999999999,2.5633157505034943,0.43920793844013556,"('SPNC-SRAA-7F1-IND-0', 'TRDSV52147')",1,0,0,0,0,1,0,1,1,14,0,0.0,0.0,4.0,0.0,0.0,0.9286068418443233,0.8606841844323252,0.9286068418443233,0.8606841844323252,,,0.0,0.0,1,0.009865880983849018,1.0,0.0,0.0,0.0,0.2851011212121976,0.0012321273954756466,0.14316662430383661,0.22286734624568127,unseen_method_in_reference,0.46643133366385725,rapid_sequence;unusual_hour;unusual_weekday;rare_vs_reference_hour,0.1,unseen_reference_location,0.009865880983849018,"mail:heuristic_mail: kw=5, domain=2, url=1",0.0,no_audio_context,0.18053170010062225,stable_profile,0.19070434099700656,rapid_sequence;unusual_hour;unusual_weekday;rare_vs_reference_hour | unseen_method_in_reference | stable_profile,False,0.35
0b035d0b-50e2-49ca-9902-fcaba480264b,VSCN-MRAU-807-BRI-1,SYSRN63174,e-commerce,160.93,RenewWave Billing,PayPal,IT65V4906447641554316582545,IT67L8007761933637229174569059,21653.76,,2087-09-25 13:05:05+00:00,VSCN-MRAU,,9.0,,9.0,,9.0,,0.95,0.0,Maura,Visconti,Maura Visconti,maura visconti,Brindisi,40.6383,17.9458,35900.0,Administrative Assistant,IT65V4906447641554316582545,VSCN-MRAU,,,,,,,,,,,,,,40.6769,17.9446,2087-09-25 08:16:04+00:00,64,102,0,,1.081465762273902,0.6745,86.47,312.40443213371714,46.44,103.12,81.75568604078863,57.81,1.081465762273902,0.6745,"('VSCN-MRAU-807-BRI-1', 'SYSRN63174')",1,0,0,0,1,1,0,0,0,0,0,0.0,0.0,8.0,0.0,0.0,0.9494298463063956,0.8438274665344572,0.9494298463063956,0.8438274665344572,,,1.0,0.30887456618740705,1,0.374859607277225,5.0,0.0,0.0,0.0,0.20735294297273024,0.0033026199903965596,0.1053277814815634,0.09699339507322094,baseline_behavior,0.48415666831928605,rapid_sequence;unusual_hour;unusual_weekday;rare_vs_reference_hour,0.30015369360436295,new_geo_context;unseen_reference_location,0.023754061674214254,"sms:heuristic_sms: kw=0, domain=0, url=1",0.0,no_audio_context,0.1645734410689006,stable_profile,0.19066020903223874,rapid_sequence;unusual_hour;unusual_weekday;rare_vs_reference_hour | new_geo_context;unseen_reference_location | stable_profile,False,0.35
6c6dc6c2-37f4-4fe6-80fb-f8777e03f1d0,LDCK-SLVT-7F8-MUN-0,RETMR78214,e-commerce,302.35,MarketLane Online,debit card,DE71D4674228693667840434176,IT86Z5320679877807319947768784,62692.12,,2087-09-01 13:59:34+00:00,LDCK-SLVT,,5.0,,5.0,,5.0,,0.95,0.0,Salvatore,Ladeck,Salvatore Ladeck,salvatore ladeck,Munich,48.1375,11.575,100000.0,Investor,DE71D4674228693667840434176,LDCK-SLVT,,,,,,,,,,,,,,48.1618,11.5508,2087-09-01 03:08:50+00:00,64,102,0,,0.5167468750000002,3.500923501749781,209.19,719.8695000567079,121.6,65.045,133.6827514116911,45.72,0.5167468750000002,3.500923501749781,"('LDCK-SLVT-7F8-MUN-0', 'RETMR78214')",1,0,0,0,1,1,0,0,0,0,0,0.0,0.0,6.0,0.0,0.0,0.9494298463063956,0.8606841844323252,0.9494298463063956,0.8606841844323252,,,1.0,0.30887456618740705,0,0.14308196890869568,2.0,0.0,0.0,0.0,0.2742682387784052,0.0062156984405204825,0.14024196860946286,0.1824822150559375,baseline_behavior,0.47817947446703024,rapid_sequence;unusual_hour;unusual_weekday;rare_vs_reference_hour,0.20015369360436291,new_geo_context,0.046777758990044126,"sms:heuristic_sms: kw=0, domain=0, url=1",0.0,no_audio_context,0.103809555986341,stable_profile,0.19061224331621845,rapid_sequence;unusual_hour;unusual_weekday;rare_vs_reference_hour | new_geo_context | baseline_behavior,False,0.35
bb69cd93-6ef3-4c2e-a82a-77e858ecc16d,PTTR-JMSA-80C-CER-0,VNDSV20644,transfer,15.2,,,IT13C8326643960017377760846662,IT24Y2954183575494494072518438,222.69,Water bill Oct,2087-10-16 17:09:56+00:00,PTTR-JMSA,,11.0,,,,11.0,,0.7,0.0,James,Patterson,James Patterson,james patterson,Ceres,37.5952,-120.962,25600.0,Digital Creator,US81B6556270410726227697631,PTTR-JMSA,,,,,,,,,,,,,,37.5584,-120.9167,2087-10-16 01:44:36+00:00,68,102,0,,-1.0546820199177311,-1.0716772211720225,87.425,177.34704479032973,46.19,242.135,191.18070666257097,142.83,-1.0546820199177311,-1.0716772211720225,"('PTTR-JMSA-80C-CER-0', 'VNDSV20644')",1,0,0,0,0,1,0,1,1,14,0,0.0,4.0,10.0,0.0,0.0,0.9340604858701042,0.8438274665344572,0.9340604858701042,0.8438274665344572,,,0.0,0.0,0,0.0706972093997635,3.0,0.0,0.0,0.0,0.41541050888739267,0.002567702397492246,0.20898910564244247,0.1717735105066004,unseen_method_in_reference,0.5593901834407536,rapid_sequence;unusual_hour;unusual_weekday;rare_vs_reference_hour,0.0,geo_consistent,0.049338586662027485,"sms:heuristic_sms: kw=0, domain=0, url=1",0.0,no_audio_context,0.20527119470419472,stable_profile,0.1905596113665915,rapid_sequence;unusual_hour;unusual_weekday;rare_vs_reference_hour | stable_profile | unseen_method_in_reference,False,0.35
3dff0f13-3f38-4fab-a8ec-7d4911b616de,LDCK-SLVT-7F8-MUN-0,TRDSR28894,e-commerce,732.97,UrbanCart Marketplace,PayPal,DE71D4674228693667840434176,IT53Q6148477226793811390940649,56273.71,,2087-04-18 17:38:27+00:00,LDCK-SLVT,,5.0,,5.0,,5.0,,0.95,0.0,Salvatore,Ladeck,Salvatore Ladeck,salvatore ladeck,Munich,48.1375,11.575,100000.0,Investor,DE71D4674228693667840434176,LDCK-SLVT,,,,,,,,,,,,,,48.1743,11.5319,2087-04-16 10:03:23+00:00,64,102,0,,2.9053421875,0.6745,209.19,719.8695000567079,121.6,709.81,28.946454590041455,23.160000000000082,2.9053421875,0.6745,"('LDCK-SLVT-7F8-MUN-0', 'TRDSR28894')",1,0,1,0,1,1,0,0,0,0,0,0.0,2.0,6.0,0.0,0.0,0.9340604858701042,0.8562221120475955,0.9340604858701042,0.8562221120475955,,,0.0,0.0,0,0.024240887481628334,0.0,0.0,0.0,0.0,0.4304736276700909,0.0026581393091812924,0.2165658834896361,0.2784304086614636,new_payment_method,0.5098775409023302,rapid_sequence;unusual_hour;unusual_weekday;rare_vs_reference_hour,0.0,geo_consistent,0.024240887481628334,"mail:heuristic_mail: kw=5, domain=2, url=1",0.0,no_audio_context,0.11931331862058414,stable_profile,0.19053312935562416,rapid_sequence;unusual_hour;unusual_weekday;rare_vs_reference_hour | new_payment_method | stable_profile,False,0.35
1e47538a-8b9c-41fe-bc3e-84f4bf7435dc,MBRT-JSÉP-811-TON-0,ENTMR12609,transfer,104.92,,,FR31S2063414610415586638765,IT44Z4607926344048407482138885,5534.42,Service payment,2087-03-19 11:17:28+00:00,MBRT-JSÉP,,,,4.0,,4.0,,0.95,0.0,Joséphine,Imbert,Joséphine Imbert,joséphine imbert,Tonneins,44.3906,0.3092,15000.0,Student,FR31S2063414610415586638765,MBRT-JSPH,,,,,,,,,,,,,,,,,61,102,0,,1.9818283045977012,-0.26242871815940827,43.57,137.99410631419687,20.88,114.39,39.317541844152295,24.340000000000003,1.9818283045977012,-0.26242871815940827,"('MBRT-JSÉP-811-TON-0', 'ENTMR12609')",1,0,0,0,0,1,0,1,1,15,0,2.0,2.0,8.0,0.0,0.0,0.9439762022806147,0.8398611799702529,0.9439762022806147,0.8398611799702529,,,0.0,0.0,0,0.09406826208193277,1.0,0.0,0.0,0.0,0.19959930573936868,0.003679888199545077,0.10163959696945687,0.17966166517619558,unseen_method_in_reference,0.577699058006941,rapid_sequence;unusual_hour;unusual_weekday;rare_vs_reference_hour,0.0,geo_consistent,0.005774790568240626,"sms:heuristic_sms: kw=0, domain=0, url=1",0.0,no_audio_context,0.2151153381144536,stable_profile,0.1903752787163036,rapid_sequence;unusual_hour;unusual_weekday;rare_vs_reference_hour | stable_profile | unseen_method_in_reference,False,0.35
b22c590c-1731-41ed-be28-d2b3f20d765d,VSCN-MRAU-807-BRI-1,PAYGS49412,transfer,331.88,,,IT65V4906447641554316582545,IT52J1148310143591213028032314,21794.18,Utility bill Aug,2087-08-17 12:48:20+00:00,VSCN-MRAU,,9.0,,9.0,,9.0,,0.95,0.0,Maura,Visconti,Maura Visconti,maura visconti,Brindisi,40.6383,17.9458,35900.0,Administrative Assistant,IT65V4906447641554316582545,VSCN-MRAU,,,,,,,,,,,,,,40.6275,17.9079,2087-08-16 14:48:10+00:00,64,102,0,,3.564363587424634,-0.05124344508918972,86.47,312.40443213371714,46.44,338.95,152.67732692558792,93.06,3.564363587424634,-0.05124344508918972,"('VSCN-MRAU-807-BRI-1', 'PAYGS49412')",1,0,0,0,0,1,0,1,1,16,0,0.0,0.0,4.0,310993.0,0.0,0.9439762022806147,0.8681209717402082,0.9439762022806147,0.8681209717402082,,,0.0,0.0,0,0.26730108150847814,9.0,0.0,0.0,0.0,0.22107394187653456,0.0019454749160186938,0.11150970839627662,0.2592407059515502,unseen_method_in_reference,0.4502669608663835,rapid_sequence;unusual_hour;unusual_weekday;rare_vs_reference_hour,0.0,geo_consistent,0.1143444889899172,"sms:heuristic_sms: kw=0, domain=0, url=1",0.0,no_audio_context,0.12316079896913276,stable_profile,0.19017753858549977,rapid_sequence;unusual_hour;unusual_weekday;rare_vs_reference_hour | unseen_method_in_reference | stable_profile,False,0.35
538368a1-26bf-4c35-a6a5-079ab958ce90,DÖHN-GDUI-811-WIE-0,ORGNT52701,direct debit,29.92,,,DE74X8794356022735306376013,IT68R4426455895165680136404558,5811.99,Student gym membership monthly fee,2087-07-12 05:05:35+00:00,DÖHN-GDUI,,,,0.0,,0.0,,0.95,0.0,Guido,Döhn,Guido Döhn,guido döhn,Wiesbaden,50.0825,8.24,12700.0,Student,DE74X8794356022735306376013,DHNX-GDUI,,,,,,,,,,,,,,,,,62,102,0,,-0.2825130890052356,-0.8278811742777259,39.92,123.54758022394668,23.875,43.09,153.27454867002547,10.730000000000004,-0.2825130890052356,-0.8278811742777259,"('DÖHN-GDUI-811-WIE-0', 'ORGNT52701')",1,0,0,0,0,1,0,1,1,34,0,0.0,2.0,6.0,72546.0,0.0,0.9905800694100149,0.8686167575607338,0.9905800694100149,0.8686167575607338,,,0.0,0.0,1,0.3277116602001262,3.0,0.0,0.0,0.0,0.3268158294157589,0.00636155517365611,0.1665886922947075,0.11531233609586775,unseen_method_in_reference,0.5169142064521303,rapid_sequence;unusual_hour;unusual_weekday;rare_vs_reference_hour,0.1,unseen_reference_location,0.07726882464043947,"sms:heuristic_sms: kw=0, domain=0, url=1",0.0,no_audio_context,0.2210125646836984,stable_profile,0.19014902358853136,rapid_sequence;unusual_hour;unusual_weekday;rare_vs_reference_hour | stable_profile | unseen_method_in_reference,False,0.35
247cf729-c135-4216-b6a1-0f1b9804841e,MSIE-BRNT-7D5-ARN-1,TRDDN64519,transfer,413.85,,,DE60P8383513020579134833709,IT45J7543882358463766268683309,12098.62,Donation,2087-04-30 11:41:31+00:00,MSIE-BRNT,,2.0,,2.0,,2.0,,0.95,0.0,Bernt,Mies,Bernt Mies,bernt mies,Arnsberg,51.3833,8.0833,29600.0,Retired,DE60P8383513020579134833709,MSIE-BRNT,,,,,,,,,,,,,,51.3833,8.1035,2087-04-30 10:16:55+00:00,71,102,0,,3.33924332969262,0.0,96.56,189.70512291574406,64.09,413.85,,0.0,3.33924332969262,0.0,"('MSIE-BRNT-7D5-ARN-1', 'TRDDN64519')",1,0,0,0,0,1,0,1,1,8,0,0.0,0.0,12.0,164288.0,0.0,0.9439762022806147,0.8398611799702529,0.9439762022806147,0.8398611799702529,,,0.0,0.0,0,0.24022933114846548,3.0,0.0,0.0,0.0,0.2748753132448942,0.0012843670928443726,0.1380798401688693,0.247466367149981,unseen_method_in_reference,0.48822703537149836,rapid_sequence;unusual_hour;unusual_weekday;rare_vs_reference_hour,0.0,geo_consistent,0.04573005778769234,"mail:heuristic_mail: kw=1, domain=0, url=0",0.0,no_audio_context,0.1657014175100297,stable_profile,0.18980894021285585,rapid_sequence;unusual_hour;unusual_weekday;rare_vs_reference_hour | unseen_method_in_reference | stable_profile,False,0.35
a4e60193-dd2a-4556-9f9f-7cd79d0bbe04,VSCN-MRAU-807-BRI-1,BILLP69267,e-commerce,15.89,LoopCharge Services,debit card,IT65V4906447641554316582545,IT19V9697608109235050898464851,23882.56,,2088-01-21 22:12:08+00:00,VSCN-MRAU,,9.0,,9.0,,9.0,,0.95,0.0,Maura,Visconti,Maura Visconti,maura visconti,Brindisi,40.6383,17.9458,35900.0,Administrative Assistant,IT65V4906447641554316582545,VSCN-MRAU,,,,,,,,,,,,,,40.6437,17.9103,2087-12-28 04:07:08+00:00,64,102,0,,-1.0251121877691645,-0.9047075642965204,86.47,312.40443213371714,46.44,60.22,45.185318744034554,33.05,-1.0251121877691645,-0.9047075642965204,"('VSCN-MRAU-807-BRI-1', 'BILLP69267')",1,0,0,0,1,1,0,0,0,0,0,0.0,4.0,8.0,0.0,0.0,0.9603371343579573,0.8398611799702529,0.9603371343579573,0.8398611799702529,,,1.0,0.30887456618740705,0,8.58330099665592e-05,0.0,0.0,0.0,0.0,0.27777533094194284,0.0012615565369954074,0.13951844373946912,0.10652131727311176,baseline_behavior,0.5556440257808628,rapid_sequence;unusual_hour;unusual_weekday;rare_vs_reference_hour,0.20015369360436291,new_geo_context,0.0,no_risky_communication_context,0.0,no_audio_context,0.1778283618237759,stable_profile,0.18980413897927925,rapid_sequence;unusual_hour;unusual_weekday;rare_vs_reference_hour | new_geo_context | stable_profile,False,0.35
a74c35cb-44b7-4dd5-941c-7f1aaf7109c1,SPNC-SRAA-7F1-IND-0,,in-person payment,82.77,Indianapolis - Monument City Market,Google Pay,US86K4608896011535163593949,IT54U8599825781757298190654095,30379.04,,2087-05-02 19:21:28+00:00,SPNC-SRAA,,7.0,,7.0,,7.0,,0.95,0.0,Sara,Spencer,Sara Spencer,sara spencer,Indianapolis,39.7771,-86.1458,46700.0,Retail Entrepreneur,US86K4608896011535163593949,SPNC-SRAA,,,,,,,,,,,,,,39.8121,-86.099,2087-04-29 08:04:36+00:00,62,102,0,,-0.46901762231963035,0.6735396298054105,141.465,320.37287869184985,84.41000000000001,51.21,206.77583541379343,31.605,-0.46901762231963035,0.6735396298054105,"('SPNC-SRAA-7F1-IND-0', '')",1,0,0,0,1,1,0,0,0,0,0,0.0,2.0,6.0,0.0,0.0,0.9335647000495786,0.8562221120475955,0.9335647000495786,0.8562221120475955,,,1.0,0.30887456618740705,1,0.11088098728372645,3.0,0.0,0.0,0.0,0.19611698754069232,0.014828670354038422,0.10547282894736537,0.06328483731453262,baseline_behavior,0.5097882994546356,rapid_sequence;unusual_hour;unusual_weekday;rare_vs_reference_hour,0.30015369360436295,new_geo_context;unseen_reference_location,0.07196302557799242,"sms:heuristic_sms: kw=0, domain=0, url=1",0.0,no_audio_context,0.13484973758993227,stable_profile,0.18974842841288958,rapid_sequence;unusual_hour;unusual_weekday;rare_vs_reference_hour | new_geo_context;unseen_reference_location | stable_profile,False,0.35
